,latitude,longitude,State,State Abbr,region,sub-region,country,year,max_temp_avg,min_temp_avg,daylight_hr_avg,rain_avg,snowfall_avg,2011(C),2012(C),2013(C),2014(C),2015(C),2016(C),2017(C),2018(C),2019(C),2020(C),2011(G),2012(G),2013(G),2014(G),2015(G),2016(G),2017(G),2018(G),2019(G),2020(G),2011(P),2012(P),2013(P),2014(P),2015(P),2016(P),2017(P),2018(P),2019(P),2020(P),2011(N),2012(N),2013(N),2014(N),2015(N),2016(N),2017(N),2018(N),2019(N),2020(N),2011(TR),2012(TR),2013(TR),2014(TR),2015(TR),2016(TR),2017(TR),2018(TR),2019(TR),2020(TR),2011(BM),2012(BM),2013(BM),2014(BM),2015(BM),2016(BM),2017(BM),2018(BM),2019(BM),2020(BM),2011(GT),2012(GT),2013(GT),2014(GT),2015(GT),2016(GT),2017(GT),2018(GT),2019(GT),2020(GT),2011(HP),2012(HP),2013(HP),2014(HP),2015(HP),2016(HP),2017(HP),2018(HP),2019(HP),2020(HP),2011(S),2012(S),2013(S),2014(S),2015(S),2016(S),2017(S),2018(S),2019(S),2020(S),2011(W),2012(W),2013(W),2014(W),2015(W),2016(W),2017(W),2018(W),2019(W),2020(W)
0,32.794376373291016,-86.80929565429688,Alabama,AL,South,East South Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706,651032,547004,565051,575912,494311,410168,378890,377152,317180,256687,609288,677380,625869,650570,701582,715033,681208,771194,748731,714871,521337,513993,492294,490328,511742,538953,530370,518687,529319,525878,411822,427975,426488,431368,438728,417334,446097,412584,455865,454930,279972,265964,336863,293890,284365,259513,285081,301170,298545,308209,193453,194992,213553,203628,192270,194485,198072,196226,193284,187599,135,141,141,141,141,141,141,141,141,141,86313,70754,123071,90020,91853,64456,85057,101380,101495,117032,71,77,98,100,101,431,1811,3423,3625,3437,0,0,0,0,0,0,0,0,0,0
1,32.794376373291016,-86.80929565429688,Alabama,AL,South,East South Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767,651032,547004,565051,575912,494311,410168,378890,377152,317180,256687,609288,677380,625869,650570,701582,715033,681208,771194,748731,714871,521337,513993,492294,490328,511742,538953,530370,518687,529319,525878,411822,427975,426488,431368,438728,417334,446097,412584,455865,454930,279972,265964,336863,293890,284365,259513,285081,301170,298545,308209,193453,194992,213553,203628,192270,194485,198072,196226,193284,187599,135,141,141,141,141,141,141,141,141,141,86313,70754,123071,90020,91853,64456,85057,101380,101495,117032,71,77,98,100,101,431,1811,3423,3625,3437,0,0,0,0,0,0,0,0,0,0
2,32.794376373291016,-86.80929565429688,Alabama,AL,South,East South Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024,651032,547004,565051,575912,494311,410168,378890,377152,317180,256687,609288,677380,625869,650570,701582,715033,681208,771194,748731,714871,521337,513993,492294,490328,511742,538953,530370,518687,529319,525878,411822,427975,426488,431368,438728,417334,446097,412584,455865,454930,279972,265964,336863,293890,284365,259513,285081,301170,298545,308209,193453,194992,213553,203628,192270,194485,198072,196226,193284,187599,135,141,141,141,141,141,141,141,141,141,86313,70754,123071,90020,91853,64456,85057,101380,101495,117032,71,77,98,100,101,431,1811,3423,3625,3437,0,0,0,0,0,0,0,0,0,0
3,32.794376373291016,-86.80929565429688,Alabama,AL,South,East South Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394,651032,547004,565051,575912,494311,410168,378890,377152,317180,256687,609288,677380,625869,650570,701582,715033,681208,771194,748731,714871,521337,513993,492294,490328,511742,538953,530370,518687,529319,525878,411822,427975,426488,431368,438728,417334,446097,412584,455865,454930,279972,265964,336863,293890,284365,259513,285081,301170,298545,308209,193453,194992,213553,203628,192270,194485,198072,196226,193284,187599,135,141,141,141,141,141,141,141,141,141,86313,70754,123071,90020,91853,64456,85057,101380,101495,117032,71,77,98,100,101,431,1811,3423,3625,3437,0,0,0,0,0,0,0,0,0,0
4,32.794376373291016,-86.80929565429688,Alabama,AL,South,East South Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946,651032,547004,565051,575912,494311,410168,378890,377152,317180,256687,609288,677380,625869,650570,701582,715033,681208,771194,748731,714871,521337,513993,492294,490328,511742,538953,530370,518687,529319,525878,411822,427975,426488,431368,438728,417334,446097,412584,455865,454930,279972,265964,336863,293890,284365,259513,285081,301170,298545,308209,193453,194992,213553,203628,192270,194485,198072,196226,193284,187599,135,141,141,141,141,141,141,141,141,141,86313,70754,123071,90020,91853,64456,85057,101380,101495,117032,71,77,98,100,101,431,1811,3423,3625,3437,0,0,0,0,0,0,0,0,0,0
5,32.794376373291016,-86.80929565429688,Alabama,AL,South,East South Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523,651032,547004,565051,575912,494311,410168,378890,377152,317180,256687,609288,677380,625869,650570,701582,715033,681208,771194,748731,714871,521337,513993,492294,490328,511742,538953,530370,518687,529319,525878,411822,427975,426488,431368,438728,417334,446097,412584,455865,454930,279972,265964,336863,293890,284365,259513,285081,301170,298545,308209,193453,194992,213553,203628,192270,194485,198072,196226,193284,187599,135,141,141,141,141,141,141,141,141,141,86313,70754,123071,90020,91853,64456,85057,101380,101495,117032,71,77,98,100,101,431,1811,3423,3625,3437,0,0,0,0,0,0,0,0,0,0
6,32.794376373291016,-86.80929565429688,Alabama,AL,South,East South Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797,651032,547004,565051,575912,494311,410168,378890,377152,317180,256687,609288,677380,625869,650570,701582,715033,681208,771194,748731,714871,521337,513993,492294,490328,511742,538953,530370,518687,529319,525878,411822,427975,426488,431368,438728,417334,446097,412584,455865,454930,279972,265964,336863,293890,284365,259513,285081,301170,298545,308209,193453,194992,213553,203628,192270,194485,198072,196226,193284,187599,135,141,141,141,141,141,141,141,141,141,86313,70754,123071,90020,91853,64456,85057,101380,101495,117032,71,77,98,100,101,431,1811,3423,3625,3437,0,0,0,0,0,0,0,0,0,0
7,32.794376373291016,-86.80929565429688,Alabama,AL,South,East South Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163,651032,547004,565051,575912,494311,410168,378890,377152,317180,256687,609288,677380,625869,650570,701582,715033,681208,771194,748731,714871,521337,513993,492294,490328,511742,538953,530370,518687,529319,525878,411822,427975,426488,431368,438728,417334,446097,412584,455865,454930,279972,265964,336863,293890,284365,259513,285081,301170,298545,308209,193453,194992,213553,203628,192270,194485,198072,196226,193284,187599,135,141,141,141,141,141,141,141,141,141,86313,70754,123071,90020,91853,64456,85057,101380,101495,117032,71,77,98,100,101,431,1811,3423,3625,3437,0,0,0,0,0,0,0,0,0,0
8,32.794376373291016,-86.80929565429688,Alabama,AL,South,East South Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577,651032,547004,565051,575912,494311,410168,378890,377152,317180,256687,609288,677380,625869,650570,701582,715033,681208,771194,748731,714871,521337,513993,492294,490328,511742,538953,530370,518687,529319,525878,411822,427975,426488,431368,438728,417334,446097,412584,455865,454930,279972,265964,336863,293890,284365,259513,285081,301170,298545,308209,193453,194992,213553,203628,192270,194485,198072,196226,193284,187599,135,141,141,141,141,141,141,141,141,141,86313,70754,123071,90020,91853,64456,85057,101380,101495,117032,71,77,98,100,101,431,1811,3423,3625,3437,0,0,0,0,0,0,0,0,0,0
9,32.794376373291016,-86.80929565429688,Alabama,AL,South,East South Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854,651032,547004,565051,575912,494311,410168,378890,377152,317180,256687,609288,677380,625869,650570,701582,715033,681208,771194,748731,714871,521337,513993,492294,490328,511742,538953,530370,518687,529319,525878,411822,427975,426488,431368,438728,417334,446097,412584,455865,454930,279972,265964,336863,293890,284365,259513,285081,301170,298545,308209,193453,194992,213553,203628,192270,194485,198072,196226,193284,187599,135,141,141,141,141,141,141,141,141,141,86313,70754,123071,90020,91853,64456,85057,101380,101495,117032,71,77,98,100,101,431,1811,3423,3625,3437,0,0,0,0,0,0,0,0,0,0
